FID,date_ech,valeur,qualif,source,type_zone,code_zone,lib_zone,val_no2,val_so2,val_o3,val_pm10,val_pm25,geom,couleur
ind_bretagne_agglo.fid--15c6355_17772e01193_-57ea,2020-11-14T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e9,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e8,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e7,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,2,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e6,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e5,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e4,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e3,2020-11-13T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e2,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,3,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e1,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57e0,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57df,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,3,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57de,2020-11-12T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,2,0,4,3,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-57dd,2020-11-12T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,4,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-57dc,2020-11-12T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57db,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57da,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d9,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d8,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d7,2020-11-11T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d6,2020-11-11T10:00:00,2,Très bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,2,2,0,POINT (349555.0070453745 6789093.386528317),#5CCB60
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d5,2020-11-11T10:00:00,2,Très bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,2,2,0,POINT (338719.75810268405 6844013.788199687),#5CCB60
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d4,2020-11-10T10:00:00,2,Très bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,2,2,0,POINT (269153.2682993477 6832824.934141148),#5CCB60
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d3,2020-11-10T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d2,2020-11-10T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,2,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d1,2020-11-10T10:00:00,2,Très bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,2,2,0,POINT (172753.63056731108 6795400.543816281),#5CCB60
ind_bretagne_agglo.fid--15c6355_17772e01193_-57d0,2020-11-10T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57cf,2020-11-10T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,3,0,2,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57ce,2020-11-10T10:00:00,2,Très bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),2,0,2,2,0,POINT (338719.75810268405 6844013.788199687),#5CCB60
ind_bretagne_agglo.fid--15c6355_17772e01193_-57cd,2020-11-09T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57cc,2020-11-09T10:00:00,2,Très bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,2,2,0,POINT (349555.0070453745 6789093.386528317),#5CCB60
ind_bretagne_agglo.fid--15c6355_17772e01193_-57cb,2020-11-09T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,2,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57ca,2020-11-09T10:00:00,2,Très bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,2,2,0,POINT (269153.2682993477 6832824.934141148),#5CCB60
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c9,2020-11-09T10:00:00,2,Très bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,2,2,0,POINT (338719.75810268405 6844013.788199687),#5CCB60
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c8,2020-11-09T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c7,2020-11-09T10:00:00,2,Très bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,2,2,0,POINT (269961.1106939723 6746307.8992528645),#5CCB60
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c6,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c5,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c4,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,2,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c3,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,2,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c2,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c1,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,2,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57c0,2020-11-08T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57bf,2020-11-07T10:00:00,5,Moyen,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,5,0,POINT (349555.0070453745 6789093.386528317),#FFFF00
ind_bretagne_agglo.fid--15c6355_17772e01193_-57be,2020-11-07T10:00:00,5,Moyen,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,5,0,POINT (147878.22420658765 6837175.794037035),#FFFF00
ind_bretagne_agglo.fid--15c6355_17772e01193_-57bd,2020-11-07T10:00:00,5,Moyen,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,5,0,POINT (269961.1106939723 6746307.8992528645),#FFFF00
ind_bretagne_agglo.fid--15c6355_17772e01193_-57bc,2020-11-07T10:00:00,5,Moyen,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,5,0,POINT (338719.75810268405 6844013.788199687),#FFFF00
ind_bretagne_agglo.fid--15c6355_17772e01193_-57bb,2020-11-07T10:00:00,5,Moyen,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,5,0,POINT (229772.04043578357 6768639.926683848),#FFFF00
ind_bretagne_agglo.fid--15c6355_17772e01193_-57ba,2020-11-07T10:00:00,5,Moyen,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,5,0,POINT (172753.63056731108 6795400.543816281),#FFFF00
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b9,2020-11-07T10:00:00,5,Moyen,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,5,0,POINT (269153.2682993477 6832824.934141148),#FFFF00
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b8,2020-11-06T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,3,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b7,2020-11-06T10:00:00,4,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,3,4,0,POINT (269153.2682993477 6832824.934141148),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b6,2020-11-06T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b5,2020-11-06T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b4,2020-11-06T10:00:00,4,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,4,0,POINT (338719.75810268405 6844013.788199687),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b3,2020-11-06T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b2,2020-11-06T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b1,2020-11-05T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,2,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-57b0,2020-11-05T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57af,2020-11-05T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57ae,2020-11-05T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57ad,2020-11-05T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57ac,2020-11-05T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57ab,2020-11-05T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,2,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57aa,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),2,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a9,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,2,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a8,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a7,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,2,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a6,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,3,0,3,3,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a5,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,2,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a4,2020-11-04T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a3,2020-11-03T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,3,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a2,2020-11-03T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a1,2020-11-03T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,2,0,4,3,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-57a0,2020-11-03T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,3,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-579f,2020-11-03T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-579e,2020-11-03T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-579d,2020-11-03T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-579c,2020-11-02T10:00:00,4,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,4,4,0,POINT (172753.63056731108 6795400.543816281),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-579b,2020-11-02T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-579a,2020-11-02T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-5799,2020-11-02T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5798,2020-11-02T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5797,2020-11-02T10:00:00,4,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,4,0,POINT (269961.1106939723 6746307.8992528645),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-5796,2020-11-02T10:00:00,4,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,4,4,0,POINT (229772.04043578357 6768639.926683848),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-5795,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5794,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5793,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5792,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5791,2020-11-01T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-5790,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-578f,2020-11-01T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-578e,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-578d,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-578c,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-578b,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,3,0,POINT (147878.22420658765 6837175.794037035),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-578a,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,2,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5789,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5788,2020-10-31T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5787,2020-10-30T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,4,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-5786,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,1,0,3,2,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5785,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,2,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5784,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,2,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5783,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,2,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5782,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,2,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5781,2020-10-30T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5780,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-577f,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-577e,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-577d,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-577c,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-577b,2020-10-29T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-577a,2020-10-29T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5779,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,243500782,CA du Pays de Saint-Malo (Saint-Malo Agglomération),1,0,3,3,0,POINT (338719.75810268405 6844013.788199687),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5778,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,200068120,CA Quimper Bretagne Occidentale,1,0,3,3,0,POINT (172753.63056731108 6795400.543816281),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5777,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,200067932,CA Golfe du Morbihan - Vannes,1,0,3,3,0,POINT (269961.1106939723 6746307.8992528645),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5776,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,200042174,CA Lorient,1,0,3,3,0,POINT (229772.04043578357 6768639.926683848),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5775,2020-10-28T10:00:00,4,Bon,Air Breizh,EPCI,242900314,Brest Métropole,1,0,3,4,0,POINT (147878.22420658765 6837175.794037035),#C3F000
ind_bretagne_agglo.fid--15c6355_17772e01193_-5774,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,243500139,Rennes Métropole,2,0,3,3,0,POINT (349555.0070453745 6789093.386528317),#99E600
ind_bretagne_agglo.fid--15c6355_17772e01193_-5773,2020-10-28T10:00:00,3,Bon,Air Breizh,EPCI,200069409,CA Saint-Brieuc Armor,1,0,3,3,0,POINT (269153.2682993477 6832824.934141148),#99E600
